16102185,ファロ　　　　　　　　　　　　　　　,2,04,00,メイショウボーラー　　　　　　　　　,メイショウカガリビ　　　　　　　　　,シンボリクリスエス　　　　　　　　　,20160323,2001,2006,1999,㈲三嶋牧場　　　　　　　　　　　　　　　,01,三嶋牧場　　　　　　　　　　　　　　　　,浦河　　,0,20190324,1206,1207,      ,
16100314,イエスユウキャン　　　　　　　　　　,2,05,00,パドトロワ　　　　　　　　　　　　　,ボーシュヴァル　　　　　　　　　　　,ゼンノロブロイ　　　　　　　　　　　,20160314,2007,2007,2000,道永　幸治氏　　　　　　　　　　　　　　,06,スカイビーチステーブル　　　　　　　　　,新冠　　,0,20190324,1503,1206,      ,
16100141,ロジベーカ　　　　　　　　　　　　　,2,03,00,ベーカバド　　　　　　　　　　　　　,ロジヒット　　　　　　　　　　　　　,ネオユニヴァース　　　　　　　　　　,20160413,2007,2010,2000,久米田　正明氏　　　　　　　　　　　　　,06,オリエント牧場　　　　　　　　　　　　　,新冠　　,0,20190324,1106,1206,      ,
16103912,ハートハーツ　　　　　　　　　　　　,2,03,00,ジャスタウェイ　　　　　　　　　　　,チーティンハート　　　　　　　　　　,シンボリクリスエス　　　　　　　　　,20160129,2009,2009,1999,廣崎利洋ＨＤ㈱　　　　　　　　　　　　　,00,清水牧場　　　　　　　　　　　　　　　　,平取　　,0,20190324,1206,1207,      ,
16102368,ヤンチャプリヒメ　　　　　　　　　　,2,03,00,プリサイスエンド　　　　　　　　　　,ノートルアンジュ　　　　　　　　　　,ゼンノロブロイ　　　　　　　　　　　,20160409,1997,2007,2000,田頭　勇貴氏　　　　　　　　　　　　　　,05,桑田フアーム　　　　　　　　　　　　　　,浦河　　,0,20190324,1503,1206,      ,
16100181,カッチョエペペ　　　　　　　　　　　,2,01,00,サウスヴィグラス　　　　　　　　　　,ウインヴァネッサ　　　　　　　　　　,アグネスタキオン　　　　　　　　　　,20160311,1996,2008,1998,平田　修氏　　　　　　　　　　　　　　　,04,川島牧場　　　　　　　　　　　　　　　　,新冠　　,0,20190324,1503,1206,      ,
16105796,ハナイカダ　　　　　　　　　　　　　,2,05,00,ジョーカプチーノ　　　　　　　　　　,クーチュア　　　　　　　　　　　　　,カポウティ　　　　　　　　　　　　　,20160320,2006,1999,1984,山口　正行氏　　　　　　　　　　　　　　,08,静内酒井牧場　　　　　　　　　　　　　　,新ひだか,0,20190324,1206,1311,      ,
16105224,カフェドラペ　　　　　　　　　　　　,2,05,00,マンハッタンカフェ　　　　　　　　　,マウンテンエンジェル　　　　　　　　,マウントリヴァーモア　　　　　　　　,20160206,1998,1997,1981,吉田　千津氏　　　　　　　　　　　　　　,01,社台ファーム　　　　　　　　　　　　　　,千歳　　,0,20190324,1206,1312,      ,
16101321,エリーピクシー　　　　　　　　　　　,2,07,00,ノボジャック　　　　　　　　　　　　,ポートドラルーン　　　　　　　　　　,チチカステナンゴ　　　　　　　　　　,20160421,1997,2010,1998,谷川　正純氏　　　　　　　　　　　　　　,05,萩澤　俊雄　　　　　　　　　　　　　　　,新ひだか,0,20190324,1103,1308,      ,
16100950,ホワイトハッカー　　　　　　　　　　,2,07,00,スマートファルコン　　　　　　　　　,ヒカルヨザクラ　　　　　　　　　　　,チチカステナンゴ　　　　　　　　　　,20160509,2005,2010,1998,田頭　勇貴氏　　　　　　　　　　　　　　,05,守矢牧場　　　　　　　　　　　　　　　　,新冠　　,0,20190324,1206,1308,      ,
16102674,コウユーモゼ　　　　　　　　　　　　,2,03,00,アドマイヤマックス　　　　　　　　　,フィナンシェ　　　　　　　　　　　　,アジュディケーティング　　　　　　　,20160311,1999,1999,1987,加治屋　貞光氏　　　　　　　　　　　　　,10,村下農場　　　　　　　　　　　　　　　　,浦河　　,0,20190324,1206,1106,      ,
16101146,リトルエイト　　　　　　　　　　　　,2,03,00,ロードカナロア　　　　　　　　　　　,エイトデイズアパート　　　　　　　　,フォレストワイルドキャット　　　　　,20160401,2008,2004,1991,中村　智幸氏　　　　　　　　　　　　　　,00,ケイアイファーム　　　　　　　　　　　　,新ひだか,0,20190324,1503,1108,      ,
16102344,サイファリス　　　　　　　　　　　　,2,04,00,バトルプラン　　　　　　　　　　　　,ポラリス　　　　　　　　　　　　　　,キングカメハメハ　　　　　　　　　　,20160325,2005,2009,2001,水上　行雄氏　　　　　　　　　　　　　　,05,笠松牧場　　　　　　　　　　　　　　　　,浦河　　,0,20190324,1503,1503,      ,
16103539,オキミヤゲ　　　　　　　　　　　　　,2,03,00,ワークフォース　　　　　　　　　　　,ブーケティアラ　　　　　　　　　　　,アグネスタキオン　　　　　　　　　　,20160227,2007,2003,1998,福田　光博氏　　　　　　　　　　　　　　,05,日高大洋牧場　　　　　　　　　　　　　　,日高　　,0,20190324,1503,1206,      ,
16102076,ハナダマ　　　　　　　　　　　　　　,2,01,00,スクリーンヒーロー　　　　　　　　　,ハナカゲ　　　　　　　　　　　　　　,サクラプレジデント　　　　　　　　　,20160507,2004,2008,2000,㈲日進牧場　　　　　　　　　　　　　　　,01,日進牧場　　　　　　　　　　　　　　　　,浦河　　,0,20190324,1207,1206,      ,
16100592,ダルメイン　　　　　　　　　　　　　,2,07,00,クロフネ　　　　　　　　　　　　　　,ヴィクトリアピーク　　　　　　　　　,バーナーディニ　　　　　　　　　　　,20160325,1998,2008,2003,ノースヒルズ　　　　　　　　　　　　　　,08,ノースヒルズ　　　　　　　　　　　　　　,新冠　　,0,20190324,1103,1311,      ,
16101305,ゴー　　　　　　　　　　　　　　　　,1,03,00,アドマイヤマックス　　　　　　　　　,ベルモントデーンズ　　　　　　　　　,アジュディケーティング　　　　　　　,20160513,1999,1998,1987,グリーンスウォード　　　　　　　　　　　,06,中橋　正　　　　　　　　　　　　　　　　,新ひだか,0,20190324,1206,1106,      ,
16100106,フィストバンプ　　　　　　　　　　　,1,05,00,カネヒキリ　　　　　　　　　　　　　,ボーンザスカイ　　　　　　　　　　　,タイキシャトル　　　　　　　　　　　,20160430,2002,2004,1994,小林　竜太郎氏　　　　　　　　　　　　　,09,岩見牧場　　　　　　　　　　　　　　　　,新冠　　,0,20190324,1206,1206,      ,
16110117,モントカイザー　　　　　　　　　　　,3,04,06,シーザムーン　　　　　　　　　　　　,イーラーン　　　　　　　　　　　　　,インヴァソール　　　　　　　　　　　,20160410,2011,2010,2002,岡田　牧雄氏　　　　　　　　　　　　　　,01,Ｍｒｓ　Ｄ．　ｄｕ　Ｆｅｕ　　　　　　　,英　　　,0,20190324,1106,1312,      ,
16110080,プリモスペード　　　　　　　　　　　,2,03,06,ティズナウ　　　　　　　　　　　　　,テンペストラ　　　　　　　　　　　　,テイルオヴザキャット　　　　　　　　,20160322,1997,2003,1994,㈲グランド牧場　　　　　　　　　　　　　,01,Ｍｉｌｌｅｎｎｉｕｍ　Ｆａｒｍｓ　＆　Ｔ,米　　　,0,20190324,2105,1108,      ,
16110090,マキ　　　　　　　　　　　　　　　　,1,03,06,パイオニアオブザナイル　　　　　　　,ライフウェルリブド　　　　　　　　　,ティズナウ　　　　　　　　　　　　　,20160204,2006,2007,1997,吉田　和美氏　　　　　　　　　　　　　　,06,ＷｉｎＳｔａｒ　Ｆａｒｍ　ＬＬＣ　　　　,米　　　,0,20190324,1503,2105,      ,
16106019,パワーリンク　　　　　　　　　　　　,1,04,00,ヴァーミリアン　　　　　　　　　　　,プロテクトジアース　　　　　　　　　,アフリート　　　　　　　　　　　　　,20160329,2002,2006,1984,飯田　正剛氏　　　　　　　　　　　　　　,06,千代田牧場　　　　　　　　　　　　　　　,新ひだか,0,20190324,1503,1503,      ,
16106564,ラスボス　　　　　　　　　　　　　　,1,03,00,グランプリボス　　　　　　　　　　　,レーヴドゲラン　　　　　　　　　　　,リアルシャダイ　　　　　　　　　　　,20160329,2008,1999,1979,㈱ＣＨＥＶＡＬ　ＡＴＴＡＣＨＥ　　　　　,05,碧雲牧場　　　　　　　　　　　　　　　　,日高　　,0,20190324,1304,1207,      ,
16103764,ネクストスクワッド　　　　　　　　　,1,01,00,ダイワメジャー　　　　　　　　　　　,ノーザンシャトル　　　　　　　　　　,タイキシャトル　　　　　　　　　　　,20160209,2001,2004,1994,平田　修氏　　　　　　　　　　　　　　　,04,ヤナガワ牧場　　　　　　　　　　　　　　,日高　　,0,20190324,1206,1206,      ,
16103191,リュウグウオー　　　　　　　　　　　,1,03,00,オルフェーヴル　　　　　　　　　　　,グッドカルマ　　　　　　　　　　　　,トブーグ　　　　　　　　　　　　　　,20160410,2008,2008,1998,深澤　朝房氏　　　　　　　　　　　　　　,05,シンボリ牧場　　　　　　　　　　　　　　,日高　　,0,20190324,1206,1109,      ,
